#method z1 z2 distance energy
CCSD 3.0 11.0 8.8 -167.53687456859
HF 3.0 11.0 9.0 -167.23306413904
MP2 3.0 11.0 9.0 -167.52129262606
CCSD 3.0 11.0 9.0 -167.53685296427
HF 3.0 11.0 9.2 -167.23223016450
MP2 3.0 11.0 9.2 -167.52317740160
CCSD 3.0 11.0 9.2 -167.53683617986
HF 3.0 11.0 9.4 -167.23146679613
MP2 3.0 11.0 9.4 -167.52508415565
CCSD 3.0 11.0 9.4 -167.53682299753
HF 3.0 11.0 9.6 -167.23076289636
MP2 3.0 11.0 9.6 -167.52700909817
CCSD 3.0 11.0 9.6 -167.53681250853
HF 3.0 11.0 9.8 -167.23010928178
MP2 3.0 11.0 9.8 -167.52895004498
CCSD 3.0 11.0 9.8 -167.53680403968
HF 3.0 11.0 10.0 -167.22949845336
MP2 3.0 11.0 10.0 -167.53090584648
CCSD 3.0 11.0 10.0 -167.53679709476
HF 2.9000000000000004 11.1 1.8 -170.13953751809
MP2 2.9000000000000004 11.1 1.8 -170.38073274374
CCSD 2.9000000000000004 11.1 1.8 -170.39709406941
HF 2.9000000000000004 11.1 2.0 -170.14812867714
MP2 2.9000000000000004 11.1 2.0 -170.38824315396
CCSD 2.9000000000000004 11.1 2.0 -170.40408364327
HF 2.9000000000000004 11.1 2.2 -170.15513432115
MP2 2.9000000000000004 11.1 2.2 -170.39402464841
CCSD 2.9000000000000004 11.1 2.2 -170.40948934889
HF 2.9000000000000004 11.1 2.4 -170.16128184556
MP2 2.9000000000000004 11.1 2.4 -170.39891220003
CCSD 2.9000000000000004 11.1 2.4 -170.41413281826
HF 2.9000000000000004 11.1 2.6 -170.16491832726
MP2 2.9000000000000004 11.1 2.6 -170.40135575649
CCSD 2.9000000000000004 11.1 2.6 -170.41643315459
HF 2.9000000000000004 11.1 2.8 -170.16483446648
MP2 2.9000000000000004 11.1 2.8 -170.40020882307
CCSD 2.9000000000000004 11.1 2.8 -170.41522505845
HF 2.9000000000000004 11.1 3.0 -170.16193037129
MP2 2.9000000000000004 11.1 3.0 -170.39640790687
CCSD 2.9000000000000004 11.1 3.0 -170.41144030318
HF 2.9000000000000004 11.1 3.2 -170.15766978527
MP2 2.9000000000000004 11.1 3.2 -170.39143647206
CCSD 2.9000000000000004 11.1 3.2 -170.40656747756
HF 2.9000000000000004 11.1 3.4 -170.15299966050
MP2 2.9000000000000004 11.1 3.4 -170.38624857702
CCSD 2.9000000000000004 11.1 3.4 -170.40157160306
HF 2.9000000000000004 11.1 3.6 -170.14829962006
MP2 2.9000000000000004 11.1 3.6 -170.38122289331
CCSD 2.9000000000000004 11.1 3.6 -170.39684544296
HF 2.9000000000000004 11.1 3.8 -170.14363176576
MP2 2.9000000000000004 11.1 3.8 -170.37641697919
CCSD 2.9000000000000004 11.1 3.8 -170.39246179677
HF 2.9000000000000004 11.1 4.0 -170.13895018583
MP2 2.9000000000000004 11.1 4.0 -170.37177969295
CCSD 2.9000000000000004 11.1 4.0 -170.38838359895
HF 2.9000000000000004 11.1 4.2 -170.13421518001
MP2 2.9000000000000004 11.1 4.2 -170.36726655809
CCSD 2.9000000000000004 11.1 4.2 -170.38457608810
HF 2.9000000000000004 11.1 4.4 -170.12943120393
MP2 2.9000000000000004 11.1 4.4 -170.36287769994
CCSD 2.9000000000000004 11.1 4.4 -170.38104113106
HF 2.9000000000000004 11.1 4.6 -170.12464063914
MP2 2.9000000000000004 11.1 4.6 -170.35865131781
CCSD 2.9000000000000004 11.1 4.6 -170.37780780771
HF 2.9000000000000004 11.1 4.8 -170.11990203118
MP2 2.9000000000000004 11.1 4.8 -170.35464197812
CCSD 2.9000000000000004 11.1 4.8 -170.37490961519
HF 2.9000000000000004 11.1 5.0 -170.11527056314
MP2 2.9000000000000004 11.1 5.0 -170.35090166863
CCSD 2.9000000000000004 11.1 5.0 -170.37236661486
HF 2.9000000000000004 11.1 5.2 -170.11078740955
MP2 2.9000000000000004 11.1 5.2 -170.34747000555
CCSD 2.9000000000000004 11.1 5.2 -170.37017840170
HF 2.9000000000000004 11.1 5.4 -170.10647755671
MP2 2.9000000000000004 11.1 5.4 -170.34437274112
CCSD 2.9000000000000004 11.1 5.4 -170.36832593137
HF 2.9000000000000004 11.1 5.6 -170.10235294353
MP2 2.9000000000000004 11.1 5.6 -170.34162505395
CCSD 2.9000000000000004 11.1 5.6 -170.36677764493
HF 2.9000000000000004 11.1 5.8 -170.09841770702
MP2 2.9000000000000004 11.1 5.8 -170.33923622044
CCSD 2.9000000000000004 11.1 5.8 -170.36549608578
HF 2.9000000000000004 11.1 6.0 -170.09467327054
MP2 2.9000000000000004 11.1 6.0 -170.33721339763
CCSD 2.9000000000000004 11.1 6.0 -170.36444303733
HF 2.9000000000000004 11.1 6.2 -170.09112205057
MP2 2.9000000000000004 11.1 6.2 -170.33556341142
CCSD 2.9000000000000004 11.1 6.2 -170.36358270715
HF 2.9000000000000004 11.1 6.4 -170.08776933631
MP2 2.9000000000000004 11.1 6.4 -170.33429232455
CCSD 2.9000000000000004 11.1 6.4 -170.36288325786
HF 2.9000000000000004 11.1 6.6 -170.08462338206
MP2 2.9000000000000004 11.1 6.6 -170.33340318146
CCSD 2.9000000000000004 11.1 6.6 -170.36231721620
HF 2.9000000000000004 11.1 6.8 -170.08169405382
MP2 2.9000000000000004 11.1 6.8 -170.33289278805
CCSD 2.9000000000000004 11.1 6.8 -170.36186125099
HF 2.9000000000000004 11.1 7.0 -170.07899057294
MP2 2.9000000000000004 11.1 7.0 -170.33274868585
CCSD 2.9000000000000004 11.1 7.0 -170.36149568024
HF 2.9000000000000004 11.1 7.2 -170.07651902889
MP2 2.9000000000000004 11.1 7.2 -170.33294750083
CCSD 2.9000000000000004 11.1 7.2 -170.36120392948
HF 2.9000000000000004 11.1 7.4 -170.07428034329
MP2 2.9000000000000004 11.1 7.4 -170.33345545401
CCSD 2.9000000000000004 11.1 7.4 -170.36097205082
HF 2.9000000000000004 11.1 7.6 -170.07226920094
MP2 2.9000000000000004 11.1 7.6 -170.33423106417
CCSD 2.9000000000000004 11.1 7.6 -170.36078833574
HF 2.9000000000000004 11.1 7.8 -170.07047414707
MP2 2.9000000000000004 11.1 7.8 -170.33522927024
CCSD 2.9000000000000004 11.1 7.8 -170.36064301140
HF 2.9000000000000004 11.1 8.0 -170.06887868951
MP2 2.9000000000000004 11.1 8.0 -170.33640576813
CCSD 2.9000000000000004 11.1 8.0 -170.36052799502
HF 2.9000000000000004 11.1 8.2 -170.06746299833
MP2 2.9000000000000004 11.1 8.2 -170.33772048411
CCSD 2.9000000000000004 11.1 8.2 -170.36043668115
HF 2.9000000000000004 11.1 8.4 -170.06620573639
MP2 2.9000000000000004 11.1 8.4 -170.33913963121
CCSD 2.9000000000000004 11.1 8.4 -170.36036374571
HF 2.9000000000000004 11.1 8.6 -170.06508565577
MP2 2.9000000000000004 11.1 8.6 -170.34063636293
CCSD 2.9000000000000004 11.1 8.6 -170.36030495951
HF 2.9000000000000004 11.1 8.8 -170.06408277099
MP2 2.9000000000000004 11.1 8.8 -170.34219039325
CCSD 2.9000000000000004 11.1 8.8 -170.36025701104
HF 2.9000000000000004 11.1 9.0 -170.06317907543
MP2 2.9000000000000004 11.1 9.0 -170.34378704335
CCSD 2.9000000000000004 11.1 9.0 -170.36021734196
HF 2.9000000000000004 11.1 9.2 -170.06235886682
MP2 2.9000000000000004 11.1 9.2 -170.34541609342
CCSD 2.9000000000000004 11.1 9.2 -170.36018399924
HF 2.9000000000000004 11.1 9.4 -170.06160878838
MP2 2.9000000000000004 11.1 9.4 -170.34707067981
CCSD 2.9000000000000004 11.1 9.4 -170.36015550640
HF 2.9000000000000004 11.1 10.0 -170.05967738401
MP2 2.9000000000000004 11.1 10.0 -170.35215096113
CCSD 2.9000000000000004 11.1 10.0 -170.36008938083
HF 2.8 11.2 1.8 -173.02985656943
MP2 2.8 11.2 1.8 -173.26910222080
CCSD 2.8 11.2 1.8 -173.28533371181
HF 2.8 11.2 2.2 -173.04353891989
MP2 2.8 11.2 2.2 -173.28073378862
CCSD 2.8 11.2 2.2 -173.29618275268
HF 2.8 11.2 2.4 -173.04943106414
MP2 2.8 11.2 2.4 -173.28548099753
CCSD 2.8 11.2 2.4 -173.30075879511
HF 2.8 11.2 2.6 -173.05308584524
MP2 2.8 11.2 2.6 -173.28804181969
CCSD 2.8 11.2 2.6 -173.30325166695
HF 2.8 11.2 2.8 -173.05310390995
MP2 2.8 11.2 2.8 -173.28707513328
CCSD 2.8 11.2 2.8 -173.30229252340
HF 2.8 11.2 3.0 -173.05034872034
MP2 2.8 11.2 3.0 -173.28347624096
CCSD 2.8 11.2 3.0 -173.29875979170
HF 2.8 11.2 3.2 -173.04631096607
MP2 2.8 11.2 3.2 -173.27875074423
CCSD 2.8 11.2 3.2 -173.29414890470
HF 2.8 11.2 3.4 -173.04194947495
MP2 2.8 11.2 3.4 -173.27385933100
CCSD 2.8 11.2 3.4 -173.28941351688
HF 2.8 11.2 3.6 -173.03763087594
MP2 2.8 11.2 3.6 -173.26916210616
CCSD 2.8 11.2 3.6 -173.28490801788
HF 2.8 11.2 3.8 -173.03339213341
MP2 2.8 11.2 3.8 -173.26468584231
CCSD 2.8 11.2 3.8 -173.28065423510
HF 2.8 11.2 4.0 -173.02916128931
MP2 2.8 11.2 4.0 -173.26034791586
CCSD 2.8 11.2 4.0 -173.27656528462
HF 2.8 11.2 4.2 -173.02487748254
MP2 2.8 11.2 4.2 -173.25607780839
CCSD 2.8 11.2 4.2 -173.27256709181
HF 2.8 11.2 4.4 -173.02053053234
MP2 2.8 11.2 4.4 -173.25185708070
CCSD 2.8 11.2 4.4 -173.26863866447
HF 2.8 11.2 4.6 -173.01615410682
MP2 2.8 11.2 4.6 -173.24771257525
CCSD 2.8 11.2 4.6 -173.26480608281
HF 2.8 11.2 4.8 -173.01180257572
MP2 2.8 11.2 4.8 -173.24369339222
CCSD 2.8 11.2 4.8 -173.26112053372
HF 2.8 11.2 5.0 -173.00753006490
MP2 2.8 11.2 5.0 -173.23985023381
CCSD 2.8 11.2 5.0 -173.25763833909
HF 2.8 11.2 5.2 -173.00337860373
MP2 2.8 11.2 5.2 -173.23622385168
CCSD 2.8 11.2 5.2 -173.25440898094
HF 2.8 11.2 5.4 -172.99937498246
MP2 2.8 11.2 5.4 -173.23284203251
CCSD 2.8 11.2 5.4 -173.25147008598
HF 2.8 11.2 5.6 -172.99553318113
MP2 2.8 11.2 5.6 -173.22972187208
CCSD 2.8 11.2 5.6 -173.24884613094
HF 2.8 11.2 5.8 -172.99185916225
MP2 2.8 11.2 5.8 -173.22687408961
CCSD 2.8 11.2 5.8 -173.24654827044
HF 2.8 11.2 6.0 -172.98835574793
MP2 2.8 11.2 6.0 -173.22430708978
CCSD 2.8 11.2 6.0 -173.24457434250
HF 2.8 11.2 6.2 -172.98502631222
MP2 2.8 11.2 6.2 -173.22202949908
CCSD 2.8 11.2 6.2 -173.24290949964
HF 2.8 11.2 6.4 -172.98187677628
MP2 2.8 11.2 6.4 -173.22005070048
CCSD 2.8 11.2 6.4 -173.24152823757
HF 2.8 11.2 6.6 -172.97891588167
MP2 2.8 11.2 6.6 -173.21837947500
CCSD 2.8 11.2 6.6 -173.24039786323
HF 2.8 11.2 6.8 -172.97615402436
MP2 2.8 11.2 6.8 -173.21702131678
CCSD 2.8 11.2 6.8 -173.23948254124
HF 2.8 11.2 7.0 -172.97360114041
MP2 2.8 11.2 7.0 -173.21597534744
CCSD 2.8 11.2 7.0 -173.23874683310
HF 2.8 11.2 7.2 -172.97126428188
MP2 2.8 11.2 7.2 -173.21523192524
CCSD 2.8 11.2 7.2 -173.23815809981
HF 2.8 11.2 7.4 -172.96914555892
MP2 2.8 11.2 7.4 -173.21477187239
CCSD 2.8 11.2 7.4 -173.23768773136
HF 2.8 11.2 7.6 -172.96724098815
MP2 2.8 11.2 7.6 -173.21456768642
CCSD 2.8 11.2 7.6 -173.23731150181
HF 2.8 11.2 7.8 -172.96554048841
MP2 2.8 11.2 7.8 -173.21458636404
CCSD 2.8 11.2 7.8 -173.23700940129
HF 2.8 11.2 8.0 -172.96402890011
MP2 2.8 11.2 8.0 -173.21479292521
CCSD 2.8 11.2 8.0 -173.23676521218
HF 2.8 11.2 8.2 -172.96268763863
MP2 2.8 11.2 8.2 -173.21515364473
CCSD 2.8 11.2 8.2 -173.23656599091
HF 2.8 11.2 8.4 -172.96149650998
MP2 2.8 11.2 8.4 -173.21563833599
CCSD 2.8 11.2 8.4 -173.23640154237
HF 2.8 11.2 8.6 -172.96043531068
MP2 2.8 11.2 8.6 -173.21622150963
CCSD 2.8 11.2 8.6 -173.23626392862
HF 2.8 11.2 8.8 -172.95948500856
MP2 2.8 11.2 8.8 -173.21688259082
CCSD 2.8 11.2 8.8 -173.23614703122
HF 2.7 11.3 2.0 -175.98488690223
MP2 2.7 11.3 2.0 -176.22136547670
CCSD 2.7 11.3 2.0 -176.23715629106
HF 2.7 11.3 2.2 -175.99033320477
MP2 2.7 11.3 2.2 -176.22583626006
CCSD 2.7 11.3 2.2 -176.24136576322
HF 2.7 11.3 2.4 -175.99593961331
MP2 2.7 11.3 2.4 -176.23041387736
CCSD 2.7 11.3 2.4 -176.24582421378
HF 2.7 11.3 2.6 -175.99965087341
MP2 2.7 11.3 2.6 -176.23313535422
CCSD 2.7 11.3 2.6 -176.24852615725
HF 2.7 11.3 2.8 -175.99985945107
MP2 2.7 11.3 2.8 -176.23244605124
CCSD 2.7 11.3 2.8 -176.24788159311
HF 2.7 11.3 3.0 -175.99738260686
MP2 2.7 11.3 3.0 -176.22919026861
CCSD 2.7 11.3 3.0 -176.24470960647
HF 2.7 11.3 3.2 -175.99373298984
MP2 2.7 11.3 3.2 -176.22489132659
CCSD 2.7 11.3 3.2 -176.24051550253
HF 2.7 11.3 3.4 -175.98987667854
MP2 2.7 11.3 3.4 -176.22051324572
CCSD 2.7 11.3 3.4 -176.23624964307
HF 2.7 11.3 3.6 -175.98616228321
MP2 2.7 11.3 3.6 -176.21639437187
CCSD 2.7 11.3 3.6 -176.23223946483
HF 2.7 11.3 3.8 -175.98259665706
MP2 2.7 11.3 3.8 -176.21252771242
CCSD 2.7 11.3 3.8 -176.22846906108
HF 2.7 11.3 4.0 -175.97907720426
MP2 2.7 11.3 4.0 -176.20879635057
CCSD 2.7 11.3 4.0 -176.22481412234
HF 2.7 11.3 4.2 -175.97551771342
MP2 2.7 11.3 4.2 -176.20510073135
CCSD 2.7 11.3 4.2 -176.22116882756
HF 2.7 11.3 4.4 -175.97188947685
MP2 2.7 11.3 4.4 -176.20140023386
CCSD 2.7 11.3 4.4 -176.21748722449
HF 2.7 11.3 4.6 -175.96821382841
MP2 2.7 11.3 4.6 -176.19770583362
CCSD 2.7 11.3 4.6 -176.21377601211
HF 2.7 11.3 4.8 -175.96453771970
MP2 2.7 11.3 4.8 -176.19405581338
CCSD 2.7 11.3 4.8 -176.21007058449
HF 2.7 11.3 5.0 -175.96091153980
MP2 2.7 11.3 5.0 -176.19049373630
CCSD 2.7 11.3 5.0 -176.20641331871
HF 2.7 11.3 5.2 -175.95737618091
MP2 2.7 11.3 5.2 -176.18705555042
CCSD 2.7 11.3 5.2 -176.20284078646
HF 2.7 11.3 5.4 -175.95395889654
MP2 2.7 11.3 5.4 -176.18376529206
CCSD 2.7 11.3 5.4 -176.19937930627
HF 2.7 11.3 5.6 -175.95067480361
MP2 2.7 11.3 5.6 -176.18063627269
CCSD 2.7 11.3 5.6 -176.19604578799
HF 2.7 11.3 5.8 -175.94753090066
MP2 2.7 11.3 5.8 -176.17767471563
CCSD 2.7 11.3 5.8 -176.19285094115
HF 2.7 11.3 6.0 -175.94453041343
MP2 2.7 11.3 6.0 -176.17488373582
CCSD 2.7 11.3 6.0 -176.18980281335
HF 2.7 11.3 6.2 -175.94167624101
MP2 2.7 11.3 6.2 -176.17226646998
CCSD 2.7 11.3 6.2 -176.18690948847
HF 2.7 11.3 6.4 -175.93897298674
MP2 2.7 11.3 6.4 -176.16982783439
CCSD 2.7 11.3 6.4 -176.18418042675
HF 2.7 11.3 6.6 -175.93642751401
MP2 2.7 11.3 6.6 -176.16757482266
CCSD 2.7 11.3 6.6 -176.18162640031
HF 2.7 11.3 6.8 -175.93404823823
MP2 2.7 11.3 6.8 -176.16551553214
CCSD 2.7 11.3 6.8 -176.17925832420
HF 2.7 11.3 7.0 -175.93184353796
MP2 2.7 11.3 7.0 -176.16365730125
CCSD 2.7 11.3 7.0 -176.17708552284
HF 2.7 11.3 7.2 -175.92981977840
MP2 2.7 11.3 7.2 -176.16200450103
CCSD 2.7 11.3 7.2 -176.17511408922
HF 2.7 11.3 7.4 -175.92797949317
MP2 2.7 11.3 7.4 -176.16055662461
CCSD 2.7 11.3 7.4 -176.17334594261
HF 2.7 11.3 7.6 -175.92632020961
MP2 2.7 11.3 7.6 -176.15930726465
CCSD 2.7 11.3 7.6 -176.17177893790
HF 2.5999999999999996 11.4 2.4 -178.99976472786
MP2 2.5999999999999996 11.4 2.4 -179.23258536495
CCSD 2.5999999999999996 11.4 2.4 -179.24813307050
HF 2.5999999999999996 11.4 2.6 -179.00347271477
MP2 2.5999999999999996 11.4 2.6 -179.23539779411
CCSD 2.5999999999999996 11.4 2.6 -179.25094250123
HF 2.5999999999999996 11.4 2.8 -179.00385409831
MP2 2.5999999999999996 11.4 2.8 -179.23496379037
CCSD 2.5999999999999996 11.4 2.8 -179.25055838548
HF 2.5999999999999996 11.4 3.0 -179.00166991342
MP2 2.5999999999999996 11.4 3.0 -179.23206762170
CCSD 2.5999999999999996 11.4 3.0 -179.24773681814
HF 2.5999999999999996 11.4 3.2 -178.99845027407
MP2 2.5999999999999996 11.4 3.2 -179.22824797456
CCSD 2.5999999999999996 11.4 3.2 -179.24399773139
HF 2.5999999999999996 11.4 3.4 -178.99516495388
MP2 2.5999999999999996 11.4 3.4 -179.22447174190
CCSD 2.5999999999999996 11.4 3.4 -179.24029600141
HF 2.5999999999999996 11.4 3.6 -178.99214091852
MP2 2.5999999999999996 11.4 3.6 -179.22105567456
CCSD 2.5999999999999996 11.4 3.6 -179.23694112304
HF 2.5999999999999996 11.4 3.8 -178.98935159651
MP2 2.5999999999999996 11.4 3.8 -179.21795994571
CCSD 2.5999999999999996 11.4 3.8 -179.23388945114
HF 2.5999999999999996 11.4 4.0 -178.98666114587
MP2 2.5999999999999996 11.4 4.0 -179.21503526358
CCSD 2.5999999999999996 11.4 4.0 -179.23099036391
HF 2.5999999999999996 11.4 4.2 -178.98395623344
MP2 2.5999999999999996 11.4 4.2 -179.21215595390
CCSD 2.5999999999999996 11.4 4.2 -179.22811865368
HF 2.5999999999999996 11.4 4.4 -178.98118862585
MP2 2.5999999999999996 11.4 4.4 -179.20926295804
CCSD 2.5999999999999996 11.4 4.4 -179.22521709119
HF 2.5999999999999996 11.4 4.6 -178.97836693971
MP2 2.5999999999999996 11.4 4.6 -179.20635568932
CCSD 2.5999999999999996 11.4 4.6 -179.22228806348
HF 2.5999999999999996 11.4 4.8 -178.97553077680
MP2 2.5999999999999996 11.4 4.8 -179.20346623995
CCSD 2.5999999999999996 11.4 4.8 -179.21936766265
HF 2.5999999999999996 11.4 5.0 -178.97272719034
MP2 2.5999999999999996 11.4 5.0 -179.20063588664
CCSD 2.5999999999999996 11.4 5.0 -179.21650204835
HF 2.5999999999999996 11.4 5.2 -178.96999660759
MP2 2.5999999999999996 11.4 5.2 -179.19790093198
CCSD 2.5999999999999996 11.4 5.2 -179.21373303686
HF 2.5999999999999996 11.4 5.4 -178.96736765499
MP2 2.5999999999999996 11.4 5.4 -179.19528729307
CCSD 2.5999999999999996 11.4 5.4 -179.21109229381
HF 2.5999999999999996 11.4 5.6 -178.96485767338
MP2 2.5999999999999996 11.4 5.6 -179.19281067016
CCSD 2.5999999999999996 11.4 5.6 -179.20860096177
HF 2.5999999999999996 11.4 5.8 -178.96247582842
MP2 2.5999999999999996 11.4 5.8 -179.19047927479
CCSD 2.5999999999999996 11.4 5.8 -179.20627172722
HF 2.5999999999999996 11.4 6.0 -178.96022669221
MP2 2.5999999999999996 11.4 6.0 -179.18829704933
CCSD 2.5999999999999996 11.4 6.0 -179.20411132079
HF 2.5999999999999996 11.4 6.2 -178.95811311841
MP2 2.5999999999999996 11.4 6.2 -179.18626621530
CCSD 2.5999999999999996 11.4 6.2 -179.20212240810
HF 2.5999999999999996 11.4 6.4 -178.95613791572
MP2 2.5999999999999996 11.4 6.4 -179.18438865635
CCSD 2.5999999999999996 11.4 6.4 -179.20030455880
HF 2.5999999999999996 11.4 6.6 -178.95430428659
MP2 2.5999999999999996 11.4 6.6 -179.18266610361
CCSD 2.5999999999999996 11.4 6.6 -179.19865446898
HF 2.5999999999999996 11.4 6.8 -178.95261528301
MP2 2.5999999999999996 11.4 6.8 -179.18109939339
CCSD 2.5999999999999996 11.4 6.8 -179.19716585147
HF 2.5999999999999996 11.4 7.0 -178.95107269033
MP2 2.5999999999999996 11.4 7.0 -179.17968724223
CCSD 2.5999999999999996 11.4 7.0 -179.19582941598
HF 2.5999999999999996 11.4 7.2 -178.94967580766
MP2 2.5999999999999996 11.4 7.2 -179.17842504435
CCSD 2.5999999999999996 11.4 7.2 -179.19463319830
HF 2.5999999999999996 11.4 7.4 -178.94842054577
MP2 2.5999999999999996 11.4 7.4 -179.17730414170
CCSD 2.5999999999999996 11.4 7.4 -179.19356327214
HF 2.5999999999999996 11.4 7.6 -178.94729912329
MP2 2.5999999999999996 11.4 7.6 -179.17631185936
CCSD 2.5999999999999996 11.4 7.6 -179.19260470197
HF 2.5999999999999996 11.4 7.8 -178.94630044068
MP2 2.5999999999999996 11.4 7.8 -179.17543237043
CCSD 2.5999999999999996 11.4 7.8 -179.19174252480
HF 2.5999999999999996 11.4 8.0 -178.94541100897
MP2 2.5999999999999996 11.4 8.0 -179.17464821499
CCSD 2.5999999999999996 11.4 8.0 -179.19096258007
HF 2.5999999999999996 11.4 8.2 -178.94461617805
MP2 2.5999999999999996 11.4 8.2 -179.17394210326
CCSD 2.5999999999999996 11.4 8.2 -179.19025208708
HF 2.5999999999999996 11.4 8.4 -178.94390137326
MP2 2.5999999999999996 11.4 8.4 -179.17329853704
CCSD 2.5999999999999996 11.4 8.4 -179.18959995326
HF 2.5999999999999996 11.4 8.6 -178.94325310494
MP2 2.5999999999999996 11.4 8.6 -179.17270483884
CCSD 2.5999999999999996 11.4 8.6 -179.18899685315
HF 2.5999999999999996 11.4 8.8 -178.94265961833
MP2 2.5999999999999996 11.4 8.8 -179.17215140945
CCSD 2.5999999999999996 11.4 8.8 -179.18843514222
HF 2.5999999999999996 11.4 9.0 -178.94211116587
MP2 2.5999999999999996 11.4 9.0 -179.17163135100
CCSD 2.5999999999999996 11.4 9.0 -179.18790867156
HF 2.5999999999999996 11.4 9.2 -178.94159997168
MP2 2.5999999999999996 11.4 9.2 -179.17113979267
CCSD 2.5999999999999996 11.4 9.2 -179.18741255725
HF 2.5999999999999996 11.4 9.4 -178.94112000143
MP2 2.5999999999999996 11.4 9.4 -179.17067323175
CCSD 2.5999999999999996 11.4 9.4 -179.18694294372
HF 2.5999999999999996 11.4 9.6 -178.94066664741
MP2 2.5999999999999996 11.4 9.6 -179.17022904173
CCSD 2.5999999999999996 11.4 9.6 -179.18649678525
HF 2.5999999999999996 11.4 9.8 -178.94023640928
MP2 2.5999999999999996 11.4 9.8 -179.16980515814
CCSD 2.5999999999999996 11.4 9.8 -179.18607165881
HF 2.5999999999999996 11.4 10.0 -178.93982661381
MP2 2.5999999999999996 11.4 10.0 -179.16939989210
CCSD 2.5999999999999996 11.4 10.0 -179.18566561181
HF 2.5 11.5 2.2 -182.05525161556
MP2 2.5 11.5 2.2 -182.28714823903
CCSD 2.5 11.5 2.2 -182.30292580049
HF 2.5 11.5 2.4 -182.05984066761
MP2 2.5 11.5 2.4 -182.29089283204
CCSD 2.5 11.5 2.4 -182.30658120759
HF 2.5 11.5 2.6 -182.06339824814
MP2 2.5 11.5 2.6 -182.29363724835
CCSD 2.5 11.5 2.6 -182.30932155801
HF 2.5 11.5 2.8 -182.06383894361
MP2 2.5 11.5 2.8 -182.29333769007
CCSD 2.5 11.5 2.8 -182.30906266967
HF 2.5 11.5 3.0 -182.06185635698
MP2 2.5 11.5 3.0 -182.29070775612
CCSD 2.5 11.5 3.0 -182.30649053305
HF 2.5 11.5 3.2 -182.05899305277
MP2 2.5 11.5 3.2 -182.28729759257
CCSD 2.5 11.5 3.2 -182.30313870622
HF 2.5 11.5 3.4 -182.05621862411
MP2 2.5 11.5 3.4 -182.28407442095
CCSD 2.5 11.5 3.4 -182.29996575747
HF 2.5 11.5 3.6 -182.05383440671
MP2 2.5 11.5 3.6 -182.28133070363
CCSD 2.5 11.5 3.6 -182.29726073894
HF 2.5 11.5 3.8 -182.05177661935
MP2 2.5 11.5 3.8 -182.27899107302
CCSD 2.5 11.5 3.8 -182.29494810912
HF 2.5 11.5 4.0 -182.04987302668
MP2 2.5 11.5 4.0 -182.27687151318
CCSD 2.5 11.5 4.0 -182.29284550575
HF 2.5 11.5 4.2 -182.04798090932
MP2 2.5 11.5 4.2 -182.27481849953
CCSD 2.5 11.5 4.2 -182.29080195176
HF 2.5 11.5 4.4 -182.04603117460
MP2 2.5 11.5 4.4 -182.27275352321
CCSD 2.5 11.5 4.4 -182.28874179477
HF 2.5 11.5 4.6 -182.04401920649
MP2 2.5 11.5 4.6 -182.27066408295
CCSD 2.5 11.5 4.6 -182.28665533292
HF 2.5 11.5 4.8 -182.04197732370
MP2 2.5 11.5 4.8 -182.26857620130
CCSD 2.5 11.5 4.8 -182.28457108512
HF 2.5 11.5 5.2 -182.03797630460
MP2 2.5 11.5 5.2 -182.26455996573
CCSD 2.5 11.5 5.2 -182.28057151575
HF 2.5 11.5 5.6 -182.03430252060
MP2 2.5 11.5 5.6 -182.26095526501
CCSD 2.5 11.5 5.6 -182.27700152206
HF 2.5 11.5 5.8 -182.03263179738
MP2 2.5 11.5 5.8 -182.25934595894
CCSD 2.5 11.5 5.8 -182.27541542499
HF 2.5 11.5 6.0 -182.03108005497
MP2 2.5 11.5 6.0 -182.25787084024
CCSD 2.5 11.5 6.0 -182.27396542481
HF 2.5 11.5 6.2 -182.02964853638
MP2 2.5 11.5 6.2 -182.25652834391
CCSD 2.5 11.5 6.2 -182.27264787256
HF 2.5 11.5 6.4 -182.02833653841
MP2 2.5 11.5 6.4 -182.25531410807
CCSD 2.5 11.5 6.4 -182.27145632022
HF 2.5 11.5 6.6 -182.02714200250
MP2 2.5 11.5 6.6 -182.25422163564
CCSD 2.5 11.5 6.6 -182.27038263256
HF 2.5 11.5 6.8 -182.02606147083
MP2 2.5 11.5 6.8 -182.25324259705
CCSD 2.5 11.5 6.8 -182.26941762875
HF 2.5 11.5 7.0 -182.02508979910
MP2 2.5 11.5 7.0 -182.25236712084
CCSD 2.5 11.5 7.0 -182.26855147027
HF 2.5 11.5 7.2 -182.02421997944
MP2 2.5 11.5 7.2 -182.25158427278
CCSD 2.5 11.5 7.2 -182.26777396475
HF 2.5 11.5 7.4 -182.02344328029
MP2 2.5 11.5 7.4 -182.25088271209
CCSD 2.5 11.5 7.4 -182.26707487231
HF 2.5 11.5 7.6 -182.02274972407
MP2 2.5 11.5 7.6 -182.25025137118
CCSD 2.5 11.5 7.6 -182.26644422760
HF 2.5 11.5 7.8 -182.02212877203
MP2 2.5 11.5 7.8 -182.24967999516
CCSD 2.5 11.5 7.8 -182.26587264584
HF 2.5 11.5 8.0 -182.02157003394
MP2 2.5 11.5 8.0 -182.24915946473
CCSD 2.5 11.5 8.0 -182.26535157212
HF 2.5 11.5 8.2 -182.02106385042
